topic,question_en,question_hi,option1_en,option1_hi,option2_en,option2_hi,option3_en,option3_hi,option4_en,option4_hi,correct,explanation_en,explanation_hi,exam_type_year
English,"Read the passage and answer: 'Ravi lived in a small village near a river. Every morning, he would wake up early and help his father in the fields. In the evening, he loved to read books under a large banyan tree. Ravi dreamed of becoming a teacher one day so that he could educate the children of his village.' What was Ravi's dream?","Read the passage and answer: 'Ravi lived in a small village near a river. Every morning, he would wake up early and help his father in the fields. In the evening, he loved to read books under a large banyan tree. Ravi dreamed of becoming a teacher one day so that he could educate the children of his village.' What was Ravi's dream?",To become a teacher and educate village children,To become a teacher and educate village children,To leave the village,To leave the village,To become a farmer,To become a farmer,To become a writer,To become a writer,1,The text directly mentions that Ravi's dream was to become a teacher so he could educate the children in his village.,The text directly mentions that Ravi's dream was to become a teacher so he could educate the children in his village.,
English,"Read the passage and answer: 'Ravi lived in a small village near a river. Every morning, he would wake up early and help his father in the fields. In the evening, he loved to read books under a large banyan tree. Ravi dreamed of becoming a teacher one day so that he could educate the children of his village.' Where did Ravi live?","Read the passage and answer: 'Ravi lived in a small village near a river. Every morning, he would wake up early and help his father in the fields. In the evening, he loved to read books under a large banyan tree. Ravi dreamed of becoming a teacher one day so that he could educate the children of his village.' Where did Ravi live?",In a big city,In a big city,In a town near the mountains,In a town near the mountains,In a small village near a river,In a small village near a river,In a village near the sea,In a village near the sea,3,The very first sentence of the passage clearly establishes that Ravi lived in a small village near a river.,The very first sentence of the passage clearly establishes that Ravi lived in a small village near a river.,
English,"Read the passage and answer: 'Ravi lived in a small village near a river. Every morning, he would wake up early and help his father in the fields. In the evening, he loved to read books under a large banyan tree. Ravi dreamed of becoming a teacher one day so that he could educate the children of his village.' What can we infer about Ravi's character from the passage?","Read the passage and answer: 'Ravi lived in a small village near a river. Every morning, he would wake up early and help his father in the fields. In the evening, he loved to read books under a large banyan tree. Ravi dreamed of becoming a teacher one day so that he could educate the children of his village.' What can we infer about Ravi's character from the passage?",He was hardworking and had a desire to help others through education,He was hardworking and had a desire to help others through education,He wanted to move to a city,He wanted to move to a city,He was lazy and uninterested in studies,He was lazy and uninterested in studies,He disliked his village,He disliked his village,1,Ravi's routine of helping his father and his dream of teaching local children strongly indicate a hardworking and altruistic character.,Ravi's routine of helping his father and his dream of teaching local children strongly indicate a hardworking and altruistic character.,
English,Fill in the blank: He has been living in Delhi ___ 2015.,Fill in the blank: He has been living in Delhi ___ 2015.,for,for,from,from,at,at,since,since,4,'Since' is used with a specific point in time; 'for' is used with a duration.,'Since' is used with a specific point in time; 'for' is used with a duration.,
English,Change the voice: 'They are painting the wall.',Change the voice: 'They are painting the wall.',The wall is being painted by them.,The wall is being painted by them.,The wall was being painted by them.,The wall was being painted by them.,The wall is painted by them.,The wall is painted by them.,The wall has been painted by them.,The wall has been painted by them.,1,Present continuous active becomes 'is/are being + V3' in passive voice.,Present continuous active becomes 'is/are being + V3' in passive voice.,
English,"Identify the correctly narrated sentence for: He said, 'I am tired.'","Identify the correctly narrated sentence for: He said, 'I am tired.'",He told that he was tired.,He told that he was tired.,He said that he is tired.,He said that he is tired.,He said that he will be tired.,He said that he will be tired.,He said that he was tired.,He said that he was tired.,4,"In indirect speech, present tense in the reported sentence changes to past tense when the reporting verb is in past tense.","In indirect speech, present tense in the reported sentence changes to past tense when the reporting verb is in past tense.",
English,Choose the correct article: ___ European country I visited was beautiful.,Choose the correct article: ___ European country I visited was beautiful.,The,The,An,An,A,A,No article needed,No article needed,1,"'European' begins with a consonant sound /juː/, so 'the' or 'a' is used, and here 'the' specifies a particular country already known.","'European' begins with a consonant sound /juː/, so 'the' or 'a' is used, and here 'the' specifies a particular country already known.",
English,Choose the correct preposition: She is good ___ mathematics.,Choose the correct preposition: She is good ___ mathematics.,at,at,in,in,with,with,on,on,1,The idiomatic preposition used with 'good' referring to skill is 'at'.,The idiomatic preposition used with 'good' referring to skill is 'at'.,
English,Identify the sentence with correct subject-verb agreement.,Identify the sentence with correct subject-verb agreement.,Neither of the boys are doing his homework.,Neither of the boys are doing his homework.,Neither of the boys have done their homework.,Neither of the boys have done their homework.,Neither of the boys do their homework.,Neither of the boys do their homework.,Neither of the boys has done his homework.,Neither of the boys has done his homework.,4,'Neither' is singular and takes a singular verb 'has'.,'Neither' is singular and takes a singular verb 'has'.,
English,"Choose the correct sentence in reported speech: She said, 'I will call you tomorrow.'","Choose the correct sentence in reported speech: She said, 'I will call you tomorrow.'",She said that she would call me the next day.,She said that she would call me the next day.,She said that she would call me tomorrow.,She said that she would call me tomorrow.,She said that she will call me tomorrow.,She said that she will call me tomorrow.,She said that she calls me the next day.,She said that she calls me the next day.,1,'Will' changes to 'would' and 'tomorrow' changes to 'the next day' in indirect speech.,'Will' changes to 'would' and 'tomorrow' changes to 'the next day' in indirect speech.,
English,Find the synonym of 'Candid'.,Find the synonym of 'Candid'.,Frank,Frank,Secretive,Secretive,Cunning,Cunning,Timid,Timid,1,"'Candid' means honest and straightforward, which matches 'frank'.","'Candid' means honest and straightforward, which matches 'frank'.",
English,Find the antonym of 'Meticulous'.,Find the antonym of 'Meticulous'.,Detailed,Detailed,Precise,Precise,Careless,Careless,Thorough,Thorough,3,'Meticulous' means careful and precise; its opposite is 'careless'.,'Meticulous' means careful and precise; its opposite is 'careless'.,
English,Choose the one-word substitute for 'A person who cannot read or write'.,Choose the one-word substitute for 'A person who cannot read or write'.,Illiterate,Illiterate,Novice,Novice,Ignorant,Ignorant,Amateur,Amateur,1,'Illiterate' specifically means a person unable to read or write.,'Illiterate' specifically means a person unable to read or write.,
English,Choose the meaning of the idiom 'to burn the midnight oil'.,Choose the meaning of the idiom 'to burn the midnight oil'.,To cause a fire accidentally,To cause a fire accidentally,To waste resources,To waste resources,To study or work late into the night,To study or work late into the night,To relax after work,To relax after work,3,The idiom 'to burn the midnight oil' means to work or study late at night.,The idiom 'to burn the midnight oil' means to work or study late at night.,
English,Choose the one-word substitute for 'A place where books are kept for reading'.,Choose the one-word substitute for 'A place where books are kept for reading'.,Archive,Archive,Bookstore,Bookstore,Library,Library,Museum,Museum,3,A 'library' is a place where books are kept for reading or borrowing.,A 'library' is a place where books are kept for reading or borrowing.,
English,Find the antonym of 'Abundant'.,Find the antonym of 'Abundant'.,Excessive,Excessive,Plentiful,Plentiful,Ample,Ample,Scarce,Scarce,4,'Abundant' means plentiful; its opposite is 'scarce'.,'Abundant' means plentiful; its opposite is 'scarce'.,
English,"Read the passage and answer: 'Ravi loved painting since childhood. Every evening, he would sit near the window and sketch the sunset. His mother encouraged him to join an art class. Today, Ravi is a well-known artist.' What inspired Ravi to pursue art seriously?","Read the passage and answer: 'Ravi loved painting since childhood. Every evening, he would sit near the window and sketch the sunset. His mother encouraged him to join an art class. Today, Ravi is a well-known artist.' What inspired Ravi to pursue art seriously?",A painting competition,A painting competition,His mother's encouragement,His mother's encouragement,His father's profession,His father's profession,His teacher's advice,His teacher's advice,2,The passage states his mother encouraged him to join an art class.,The passage states his mother encouraged him to join an art class.,
English,"Read the passage and answer: 'Ravi loved painting since childhood. Every evening, he would sit near the window and sketch the sunset. His mother encouraged him to join an art class. Today, Ravi is a well-known artist.' What did Ravi sketch every evening?","Read the passage and answer: 'Ravi loved painting since childhood. Every evening, he would sit near the window and sketch the sunset. His mother encouraged him to join an art class. Today, Ravi is a well-known artist.' What did Ravi sketch every evening?",His mother,His mother,The moon,The moon,The sunset,The sunset,The window,The window,3,The passage clearly says he would sketch the sunset every evening.,The passage clearly says he would sketch the sunset every evening.,
English,"Read the passage and answer: 'Ravi loved painting since childhood. Every evening, he would sit near the window and sketch the sunset. His mother encouraged him to join an art class. Today, Ravi is a well-known artist.' What is Ravi's profession today?","Read the passage and answer: 'Ravi loved painting since childhood. Every evening, he would sit near the window and sketch the sunset. His mother encouraged him to join an art class. Today, Ravi is a well-known artist.' What is Ravi's profession today?",Musician,Musician,Artist,Artist,Writer,Writer,Teacher,Teacher,2,The passage concludes that Ravi is today a well-known artist.,The passage concludes that Ravi is today a well-known artist.,
English,"Read the passage: 'Water is essential for all living beings. Without water, plants wither and animals cannot survive. However, many regions face water scarcity due to overuse and pollution. Conserving water is thus a shared responsibility.' What is the main cause of water scarcity mentioned?","Read the passage: 'Water is essential for all living beings. Without water, plants wither and animals cannot survive. However, many regions face water scarcity due to overuse and pollution. Conserving water is thus a shared responsibility.' What is the main cause of water scarcity mentioned?",Deforestation,Deforestation,Overuse and pollution,Overuse and pollution,Global warming,Global warming,Lack of rainfall,Lack of rainfall,2,The passage attributes water scarcity to overuse and pollution.,The passage attributes water scarcity to overuse and pollution.,
English,"Read the passage: 'Water is essential for all living beings. Without water, plants wither and animals cannot survive. However, many regions face water scarcity due to overuse and pollution. Conserving water is thus a shared responsibility.' According to the passage, conserving water is whose responsibility?","Read the passage: 'Water is essential for all living beings. Without water, plants wither and animals cannot survive. However, many regions face water scarcity due to overuse and pollution. Conserving water is thus a shared responsibility.' According to the passage, conserving water is whose responsibility?",Only the government's,Only the government's,A shared responsibility of all,A shared responsibility of all,Only farmers',Only farmers',Only industries',Only industries',2,The passage explicitly states conserving water is a shared responsibility.,The passage explicitly states conserving water is a shared responsibility.,
English,"According to Krashen's theory, which hypothesis states that learners acquire language best when input is slightly above their current level?","According to Krashen's theory, which hypothesis states that learners acquire language best when input is slightly above their current level?",Monitor Hypothesis,Monitor Hypothesis,Input Hypothesis (i+1),Input Hypothesis (i+1),Affective Filter Hypothesis,Affective Filter Hypothesis,Natural Order Hypothesis,Natural Order Hypothesis,2,"Krashen's Input Hypothesis proposes comprehensible input slightly beyond the learner's current level, denoted 'i+1'.","Krashen's Input Hypothesis proposes comprehensible input slightly beyond the learner's current level, denoted 'i+1'.",
English,Which of the following is NOT one of the four basic language skills (LSRW)?,Which of the following is NOT one of the four basic language skills (LSRW)?,Listening,Listening,Grammar,Grammar,Speaking,Speaking,Writing,Writing,2,"LSRW stands for Listening, Speaking, Reading, and Writing; grammar is not one of the four core skills.","LSRW stands for Listening, Speaking, Reading, and Writing; grammar is not one of the four core skills.",
English,"In phonetics, which term refers to sounds produced without any obstruction of airflow?","In phonetics, which term refers to sounds produced without any obstruction of airflow?",Consonants,Consonants,Plosives,Plosives,Diphthongs,Diphthongs,Vowels,Vowels,4,"Vowels are produced with a free, unobstructed flow of air through the vocal tract.","Vowels are produced with a free, unobstructed flow of air through the vocal tract.",
English,Which method of language teaching emphasizes grammar rules and translation of texts from mother tongue to target language?,Which method of language teaching emphasizes grammar rules and translation of texts from mother tongue to target language?,Total Physical Response,Total Physical Response,Grammar-Translation Method,Grammar-Translation Method,Communicative Language Teaching,Communicative Language Teaching,Direct Method,Direct Method,2,The Grammar-Translation Method focuses on explicit grammar rules and translation between languages.,The Grammar-Translation Method focuses on explicit grammar rules and translation between languages.,
English,Which approach to teaching English focuses on real-life communication and interaction rather than rote grammar drills?,Which approach to teaching English focuses on real-life communication and interaction rather than rote grammar drills?,Structural Approach,Structural Approach,Audio-Lingual Method,Audio-Lingual Method,Communicative Language Teaching (CLT),Communicative Language Teaching (CLT),Grammar-Translation Method,Grammar-Translation Method,3,CLT emphasizes meaningful communication and interaction as the primary goal of language learning.,CLT emphasizes meaningful communication and interaction as the primary goal of language learning.,
English,Which skill is considered a 'receptive skill' in language learning?,Which skill is considered a 'receptive skill' in language learning?,Listening,Listening,Speaking,Speaking,Writing,Writing,Presenting,Presenting,1,"Listening and reading are receptive skills, involving understanding input rather than producing output.","Listening and reading are receptive skills, involving understanding input rather than producing output.",
English,A teacher uses picture cards and gestures to teach vocabulary without translating into the mother tongue. Which method is this?,A teacher uses picture cards and gestures to teach vocabulary without translating into the mother tongue. Which method is this?,Bilingual Method,Bilingual Method,Eclectic Method,Eclectic Method,Direct Method,Direct Method,Grammar-Translation Method,Grammar-Translation Method,3,"The Direct Method teaches vocabulary using real objects, pictures, and gestures, avoiding translation.","The Direct Method teaches vocabulary using real objects, pictures, and gestures, avoiding translation.",
English,Which of the following best defines 'phoneme'?,Which of the following best defines 'phoneme'?,A stress pattern in a sentence,A stress pattern in a sentence,The smallest unit of written language,The smallest unit of written language,The smallest unit of sound that can change meaning,The smallest unit of sound that can change meaning,A group of letters forming a word,A group of letters forming a word,3,"A phoneme is the smallest distinctive sound unit that can alter meaning, e.g., /p/ vs /b/ in 'pat' and 'bat'.","A phoneme is the smallest distinctive sound unit that can alter meaning, e.g., /p/ vs /b/ in 'pat' and 'bat'.",
English,Choose the correctly spelled word.,Choose the correctly spelled word.,Ocurrence,Ocurrence,Occurrance,Occurrance,Occurance,Occurance,Occurrence,Occurrence,4,"'Occurrence' is the correct spelling, with double 'r' and double 'c' pattern.","'Occurrence' is the correct spelling, with double 'r' and double 'c' pattern.",
English,"Identify the correctly formed question tag: 'She doesn't like tea, ___?'","Identify the correctly formed question tag: 'She doesn't like tea, ___?'",doesn't she,doesn't she,did she,did she,does she,does she,isn't she,isn't she,3,A negative statement takes a positive question tag; hence 'does she' is correct.,A negative statement takes a positive question tag; hence 'does she' is correct.,
