topic,question_en,question_hi,option1_en,option1_hi,option2_en,option2_hi,option3_en,option3_hi,option4_en,option4_hi,correct,explanation_en,explanation_hi,exam_type_year
Hindi,भाषा शिक्षण का 'वैयक्तिक भिन्नता का सिद्धांत' क्या बताता है?,भाषा शिक्षण का 'वैयक्तिक भिन्नता का सिद्धांत' क्या बताता है?,"बच्चों की सीखने की गति, रुचि और क्षमता अलग-अलग होती है।","बच्चों की सीखने की गति, रुचि और क्षमता अलग-अलग होती है।",कक्षा में केवल मेधावी छात्रों पर ध्यान देना चाहिए।,कक्षा में केवल मेधावी छात्रों पर ध्यान देना चाहिए।,लड़के और लड़कियों के लिए अलग कक्षा होनी चाहिए।,लड़के और लड़कियों के लिए अलग कक्षा होनी चाहिए।,सभी बच्चे एक ही गति से सीखते हैं।,सभी बच्चे एक ही गति से सीखते हैं।,0,"हर बच्चे की शारीरिक, मानसिक और भाषाई पृष्ठभूमि अलग होती है, इसलिए शिक्षक को वैयक्तिक भिन्नता को ध्यान में रखकर शिक्षण विधियां अपनानी चाहिए।","हर बच्चे की शारीरिक, मानसिक और भाषाई पृष्ठभूमि अलग होती है, इसलिए शिक्षक को वैयक्तिक भिन्नता को ध्यान में रखकर शिक्षण विधियां अपनानी चाहिए।",CTET2023
Hindi,सी.जे. डोडसन (C.J. Dodson) द्वारा प्रतिपादित भाषा शिक्षण की विधि कौन-सी है?,सी.जे. डोडसन (C.J. Dodson) द्वारा प्रतिपादित भाषा शिक्षण की विधि कौन-सी है?,द्विभाषी विधि,द्विभाषी विधि,अनुवाद-व्याकरण विधि,अनुवाद-व्याकरण विधि,प्रत्यक्ष विधि,प्रत्यक्ष विधि,संप्रेषणात्मक विधि,संप्रेषणात्मक विधि,0,"द्विभाषी विधि (Bilingual Method) का प्रतिपादन सी.जे. डोडसन ने किया था, जिसमें मातृभाषा का प्रयोग केवल शिक्षक द्वारा कठिन शब्दों को समझाने के लिए किया जाता है।","द्विभाषी विधि (Bilingual Method) का प्रतिपादन सी.जे. डोडसन ने किया था, जिसमें मातृभाषा का प्रयोग केवल शिक्षक द्वारा कठिन शब्दों को समझाने के लिए किया जाता है।",
Hindi,'पवन' शब्द का सही संधि विच्छेद क्या है?,'पवन' शब्द का सही संधि विच्छेद क्या है?,पव + अन,पव + अन,प + वन,प + वन,पौ + अन,पौ + अन,पो + अन,पो + अन,3,'पवन' में अयादि स्वर संधि है। इसका संधि विच्छेद 'पो + अन' होगा (ओ + अ = अव)।,'पवन' में अयादि स्वर संधि है। इसका संधि विच्छेद 'पो + अन' होगा (ओ + अ = अव)।,DSSSB2022
Hindi,'यथाशक्ति' में कौन-सा समास प्रयुक्त हुआ है?,'यथाशक्ति' में कौन-सा समास प्रयुक्त हुआ है?,अव्ययीभाव समास,अव्ययीभाव समास,तत्पुरुष समास,तत्पुरुष समास,द्विगु समास,द्विगु समास,बहुव्रीहि समास,बहुव्रीहि समास,0,"'यथाशक्ति' का अर्थ है शक्ति के अनुसार। इसमें पहला पद 'यथा' अव्यय और प्रधान है, अतः यह अव्ययीभाव समास है।","'यथाशक्ति' का अर्थ है शक्ति के अनुसार। इसमें पहला पद 'यथा' अव्यय और प्रधान है, अतः यह अव्ययीभाव समास है।",KVS2025
Hindi,'कनक कनक ते सौगुनी मादकता अधिकाय।' - इस पंक्ति में कौन-सा अलंकार है?,'कनक कनक ते सौगुनी मादकता अधिकाय।' - इस पंक्ति में कौन-सा अलंकार है?,श्लेष अलंकार,श्लेष अलंकार,रूपक अलंकार,रूपक अलंकार,अनुप्रास अलंकार,अनुप्रास अलंकार,यमक अलंकार,यमक अलंकार,3,"यहाँ 'कनक' शब्द दो बार आया है और दोनों बार अर्थ अलग हैं (एक का अर्थ सोना और दूसरे का धतूरा), इसलिए यमक अलंकार है।","यहाँ 'कनक' शब्द दो बार आया है और दोनों बार अर्थ अलग हैं (एक का अर्थ सोना और दूसरे का धतूरा), इसलिए यमक अलंकार है।",UPTET2025
Hindi,'वीर रस' का स्थायी भाव क्या होता है?,'वीर रस' का स्थायी भाव क्या होता है?,भय,भय,रति,रति,क्रोध,क्रोध,उत्साह,उत्साह,3,"वीर रस का स्थायी भाव 'उत्साह' होता है, जो वीरतापूर्ण कार्यों को करने की प्रेरणा देता है।","वीर रस का स्थायी भाव 'उत्साह' होता है, जो वीरतापूर्ण कार्यों को करने की प्रेरणा देता है।",
Hindi,'चौपाई' छंद के प्रत्येक चरण में कितनी मात्राएँ होती हैं?,'चौपाई' छंद के प्रत्येक चरण में कितनी मात्राएँ होती हैं?,11 मात्राएँ,11 मात्राएँ,24 मात्राएँ,24 मात्राएँ,16 मात्राएँ,16 मात्राएँ,13 मात्राएँ,13 मात्राएँ,2,"चौपाई एक मात्रिक सम छंद है, इसके प्रत्येक चरण में 16-16 मात्राएँ होती हैं।","चौपाई एक मात्रिक सम छंद है, इसके प्रत्येक चरण में 16-16 मात्राएँ होती हैं।",
Hindi,'अक्ल का दुश्मन' मुहावरे का सही अर्थ क्या है?,'अक्ल का दुश्मन' मुहावरे का सही अर्थ क्या है?,महामूर्ख होना,महामूर्ख होना,मित्र का शत्रु होना,मित्र का शत्रु होना,विद्वान होना,विद्वान होना,बुद्धिमान व्यक्ति,बुद्धिमान व्यक्ति,0,'अक्ल का दुश्मन' मुहावरे का प्रयोग ऐसे व्यक्ति के लिए किया जाता है जो बिल्कुल मूर्खतापूर्ण व्यवहार करता हो।,'अक्ल का दुश्मन' मुहावरे का प्रयोग ऐसे व्यक्ति के लिए किया जाता है जो बिल्कुल मूर्खतापूर्ण व्यवहार करता हो।,
Hindi,'अधजल गगरी छलकत जाए' लोकोक्ति का सही अर्थ है:,'अधजल गगरी छलकत जाए' लोकोक्ति का सही अर्थ है:,बहुत अधिक ज्ञानी होना,बहुत अधिक ज्ञानी होना,मूर्ख व्यक्ति का शांत रहना,मूर्ख व्यक्ति का शांत रहना,पानी का गिर जाना,पानी का गिर जाना,कम ज्ञान होने पर भी अधिक दिखावा करना,कम ज्ञान होने पर भी अधिक दिखावा करना,3,"जिस प्रकार आधी भरी हुई मटकी अधिक छलकती है, उसी प्रकार कम गुणी या कम ज्ञान वाला व्यक्ति अधिक दिखावा करता है।","जिस प्रकार आधी भरी हुई मटकी अधिक छलकती है, उसी प्रकार कम गुणी या कम ज्ञान वाला व्यक्ति अधिक दिखावा करता है।",
Hindi,निम्नलिखित में से कौन-सा शब्द 'सूर्य' का पर्यायवाची नहीं है?,निम्नलिखित में से कौन-सा शब्द 'सूर्य' का पर्यायवाची नहीं है?,भास्कर,भास्कर,दिनकर,दिनकर,दिवाकर,दिवाकर,शशांक,शशांक,3,"'शशांक' चंद्रमा का पर्यायवाची है, जबकि दिनकर, दिवाकर और भास्कर सूर्य के पर्यायवाची हैं।","'शशांक' चंद्रमा का पर्यायवाची है, जबकि दिनकर, दिवाकर और भास्कर सूर्य के पर्यायवाची हैं।",
Hindi,'अनुराग' शब्द का सही विलोम शब्द क्या होगा?,'अनुराग' शब्द का सही विलोम शब्द क्या होगा?,पराग,पराग,सुराग,सुराग,द्वेष,द्वेष,विराग,विराग,3,"'अनुराग' का अर्थ प्रेम या लगाव होता है, जिसका सही विलोम 'विराग' (लगाव का अभाव) होता है।","'अनुराग' का अर्थ प्रेम या लगाव होता है, जिसका सही विलोम 'विराग' (लगाव का अभाव) होता है।",
Hindi,निम्नलिखित में से शुद्ध वर्तनी वाला शब्द छाँटिए।,निम्नलिखित में से शुद्ध वर्तनी वाला शब्द छाँटिए।,उज्ववल,उज्ववल,उज्वल,उज्वल,उज्जवल,उज्जवल,उज्ज्वल,उज्ज्वल,3,"शुद्ध वर्तनी 'उज्ज्वल' है, जिसमें दोनों 'ज' आधे होते हैं (उत् + ज्वल = उज्ज्वल, व्यंजन संधि)।","शुद्ध वर्तनी 'उज्ज्वल' है, जिसमें दोनों 'ज' आधे होते हैं (उत् + ज्वल = उज्ज्वल, व्यंजन संधि)।",
Hindi,"'भाषा मनुष्य की पहचान है। यह केवल विचारों के आदान-प्रदान का साधन नहीं है, बल्कि हमारी संस्कृति और संस्कारों की संवाहिका भी है। मातृभाषा में प्राप्त ज्ञान सबसे अधिक स्थायी होता है। इसलिए प्रारंभिक शिक्षा मातृभाषा में ही दी जानी चाहिए।' - गद्यांश के अनुसार भाषा क्या है?","'भाषा मनुष्य की पहचान है। यह केवल विचारों के आदान-प्रदान का साधन नहीं है, बल्कि हमारी संस्कृति और संस्कारों की संवाहिका भी है। मातृभाषा में प्राप्त ज्ञान सबसे अधिक स्थायी होता है। इसलिए प्रारंभिक शिक्षा मातृभाषा में ही दी जानी चाहिए।' - गद्यांश के अनुसार भाषा क्या है?",संस्कृति और संस्कारों की संवाहिका,संस्कृति और संस्कारों की संवाहिका,एक जटिल विषय,एक जटिल विषय,केवल ज्ञान प्राप्ति का साधन,केवल ज्ञान प्राप्ति का साधन,केवल बातचीत का साधन,केवल बातचीत का साधन,0,"गद्यांश में स्पष्ट लिखा है कि भाषा केवल आदान-प्रदान का साधन नहीं है, बल्कि हमारी संस्कृति और संस्कारों की संवाहिका भी है।","गद्यांश में स्पष्ट लिखा है कि भाषा केवल आदान-प्रदान का साधन नहीं है, बल्कि हमारी संस्कृति और संस्कारों की संवाहिका भी है।",CTET2025
Hindi,"'भाषा मनुष्य की पहचान है। यह केवल विचारों के आदान-प्रदान का साधन नहीं है, बल्कि हमारी संस्कृति और संस्कारों की संवाहिका भी है। मातृभाषा में प्राप्त ज्ञान सबसे अधिक स्थायी होता है। इसलिए प्रारंभिक शिक्षा मातृभाषा में ही दी जानी चाहिए।' - गद्यांश के अनुसार सबसे स्थायी ज्ञान किसमें प्राप्त होता है?","'भाषा मनुष्य की पहचान है। यह केवल विचारों के आदान-प्रदान का साधन नहीं है, बल्कि हमारी संस्कृति और संस्कारों की संवाहिका भी है। मातृभाषा में प्राप्त ज्ञान सबसे अधिक स्थायी होता है। इसलिए प्रारंभिक शिक्षा मातृभाषा में ही दी जानी चाहिए।' - गद्यांश के अनुसार सबसे स्थायी ज्ञान किसमें प्राप्त होता है?",विदेशी भाषा में,विदेशी भाषा में,राष्ट्रभाषा में,राष्ट्रभाषा में,अंतर्राष्ट्रीय भाषा में,अंतर्राष्ट्रीय भाषा में,मातृभाषा में,मातृभाषा में,3,गद्यांश की तीसरी पंक्ति में बताया गया है कि 'मातृभाषा में प्राप्त ज्ञान सबसे अधिक स्थायी होता है।',गद्यांश की तीसरी पंक्ति में बताया गया है कि 'मातृभाषा में प्राप्त ज्ञान सबसे अधिक स्थायी होता है।',CTET2024
Hindi,"'भाषा मनुष्य की पहचान है। यह केवल विचारों के आदान-प्रदान का साधन नहीं है, बल्कि हमारी संस्कृति और संस्कारों की संवाहिका भी है। मातृभाषा में प्राप्त ज्ञान सबसे अधिक स्थायी होता है। इसलिए प्रारंभिक शिक्षा मातृभाषा में ही दी जानी चाहिए।' - 'आदान-प्रदान' शब्द में कौन-सा समास है?","'भाषा मनुष्य की पहचान है। यह केवल विचारों के आदान-प्रदान का साधन नहीं है, बल्कि हमारी संस्कृति और संस्कारों की संवाहिका भी है। मातृभाषा में प्राप्त ज्ञान सबसे अधिक स्थायी होता है। इसलिए प्रारंभिक शिक्षा मातृभाषा में ही दी जानी चाहिए।' - 'आदान-प्रदान' शब्द में कौन-सा समास है?",द्वंद्व समास,द्वंद्व समास,तत्पुरुष समास,तत्पुरुष समास,अव्ययीभाव समास,अव्ययीभाव समास,द्विगु समास,द्विगु समास,0,"'आदान-प्रदान' का विग्रह 'आदान और प्रदान' होगा, जहाँ दोनों पद प्रधान हैं और बीच में योजक चिह्न है, अतः यह द्वंद्व समास है।","'आदान-प्रदान' का विग्रह 'आदान और प्रदान' होगा, जहाँ दोनों पद प्रधान हैं और बीच में योजक चिह्न है, अतः यह द्वंद्व समास है।",CTET2023
Hindi,"'भाषा मनुष्य की पहचान है। यह केवल विचारों के आदान-प्रदान का साधन नहीं है, बल्कि हमारी संस्कृति और संस्कारों की संवाहिका भी है। मातृभाषा में प्राप्त ज्ञान सबसे अधिक स्थायी होता है। इसलिए प्रारंभिक शिक्षा मातृभाषा में ही दी जानी चाहिए।' - गद्यांश के अनुसार प्रारंभिक शिक्षा किस माध्यम से दी जानी चाहिए?","'भाषा मनुष्य की पहचान है। यह केवल विचारों के आदान-प्रदान का साधन नहीं है, बल्कि हमारी संस्कृति और संस्कारों की संवाहिका भी है। मातृभाषा में प्राप्त ज्ञान सबसे अधिक स्थायी होता है। इसलिए प्रारंभिक शिक्षा मातृभाषा में ही दी जानी चाहिए।' - गद्यांश के अनुसार प्रारंभिक शिक्षा किस माध्यम से दी जानी चाहिए?",अंग्रेज़ी भाषा में,अंग्रेज़ी भाषा में,किसी भी विदेशी भाषा में,किसी भी विदेशी भाषा में,मातृभाषा में,मातृभाषा में,संस्कृत में,संस्कृत में,2,गद्यांश के अंत में स्पष्ट निर्देश है कि ज्ञान को स्थायी बनाने के लिए प्रारंभिक शिक्षा मातृभाषा में ही दी जानी चाहिए।,गद्यांश के अंत में स्पष्ट निर्देश है कि ज्ञान को स्थायी बनाने के लिए प्रारंभिक शिक्षा मातृभाषा में ही दी जानी चाहिए।,CTET2023
Hindi,"'भाषा मनुष्य की पहचान है। यह केवल विचारों के आदान-प्रदान का साधन नहीं है, बल्कि हमारी संस्कृति और संस्कारों की संवाहिका भी है। मातृभाषा में प्राप्त ज्ञान सबसे अधिक स्थायी होता है। इसलिए प्रारंभिक शिक्षा मातृभाषा में ही दी जानी चाहिए।' - गद्यांश में प्रयुक्त 'स्थायी' शब्द का सही विलोम क्या होगा?","'भाषा मनुष्य की पहचान है। यह केवल विचारों के आदान-प्रदान का साधन नहीं है, बल्कि हमारी संस्कृति और संस्कारों की संवाहिका भी है। मातृभाषा में प्राप्त ज्ञान सबसे अधिक स्थायी होता है। इसलिए प्रारंभिक शिक्षा मातृभाषा में ही दी जानी चाहिए।' - गद्यांश में प्रयुक्त 'स्थायी' शब्द का सही विलोम क्या होगा?",दीर्घकालिक,दीर्घकालिक,टिकाऊ,टिकाऊ,शाश्वत,शाश्वत,अस्थायी,अस्थायी,3,"'स्थायी' का अर्थ जो स्थिर या हमेशा रहे, और इसका विपरीत शब्द 'अस्थायी' होता है जो कुछ समय के लिए हो।","'स्थायी' का अर्थ जो स्थिर या हमेशा रहे, और इसका विपरीत शब्द 'अस्थायी' होता है जो कुछ समय के लिए हो।",CTET2023
Hindi,भाषा शिक्षण का 'रुचि का सिद्धांत' (Principle of Interest) किस बात पर बल देता है?,भाषा शिक्षण का 'रुचि का सिद्धांत' (Principle of Interest) किस बात पर बल देता है?,बच्चों को केवल कहानियाँ सुनानी चाहिए।,बच्चों को केवल कहानियाँ सुनानी चाहिए।,रुचि न होने पर पढ़ाई रोक देनी चाहिए।,रुचि न होने पर पढ़ाई रोक देनी चाहिए।,शिक्षक को अपनी रुचि का विषय पढ़ाना चाहिए।,शिक्षक को अपनी रुचि का विषय पढ़ाना चाहिए।,अधिगम सामग्री और विधि बच्चों की रुचि के अनुसार होनी चाहिए।,अधिगम सामग्री और विधि बच्चों की रुचि के अनुसार होनी चाहिए।,3,"रुचि का सिद्धांत बताता है कि शिक्षण तभी प्रभावी होता है जब वह शिक्षार्थियों की रुचि, आयु और मानसिक स्तर के अनुकूल हो।","रुचि का सिद्धांत बताता है कि शिक्षण तभी प्रभावी होता है যখন वह शिक्षार्थियों की रुचि, आयु और मानसिक स्तर के अनुकूल हो।",CTET2022
Hindi,व्याकरण-अनुवाद विधि (Grammar-Translation Method) में किन भाषा कौशलों पर सबसे अधिक जोर दिया जाता है?,व्याकरण-अनुवाद विधि (Grammar-Translation Method) में किन भाषा कौशलों पर सबसे अधिक जोर दिया जाता है?,सुनना और लिखना,सुनना और लिखना,बोलना और पढ़ना,बोलना और पढ़ना,पढ़ना और लिखना,पढ़ना और लिखना,सुनना और बोलना,सुनना और बोलना,2,"इस पारंपरिक विधि में मुख्य रूप से पाठ्यपुस्तकों को पढ़ने, अनुवाद करने और व्याकरण के नियम लिखने पर जोर दिया जाता है, जबकि मौखिक अभिव्यक्ति की उपेक्षा होती है।","इस पारंपरिक विधि में मुख्य रूप से पाठ्यपुस्तकों को पढ़ने, अनुवाद करने और व्याकरण के नियम लिखने पर जोर दिया जाता है, जबकि मौखिक अभिव्यक्ति की उपेक्षा होती है।",
Hindi,प्राथमिक कक्षाओं में भाषा शिक्षण के लिए 'खेल विधि' (Play-way Method) का मुख्य उद्देश्य क्या है?,प्राथमिक कक्षाओं में भाषा शिक्षण के लिए 'खेल विधि' (Play-way Method) का मुख्य उद्देश्य क्या है?,स्वाभाविक और आनंदपूर्ण तरीके से भाषा सिखाना,स्वाभाविक और आनंदपूर्ण तरीके से भाषा सिखाना,कक्षा में शोर कम करना,कक्षा में शोर कम करना,शारीरिक व्यायाम करवाना,शारीरिक व्यायाम करवाना,बच्चों का समय व्यतीत करना,बच्चों का समय व्यतीत करना,0,खेल विधि का मुख्य उद्देश्य बच्चों पर बिना बोझ डाले उन्हें खेल-खेल में आनंदपूर्वक भाषा कौशल का विकास कराना है।,खेल विधि का मुख्य उद्देश्य बच्चों पर बिना बोझ डाले उन्हें खेल-खेल में आनंदपूर्वक भाषा कौशल का विकास कराना है।,CTET2023
Hindi,उच्च प्राथमिक स्तर पर भाषा शिक्षण का एक महत्वपूर्ण उद्देश्य क्या है?,उच्च प्राथमिक स्तर पर भाषा शिक्षण का एक महत्वपूर्ण उद्देश्य क्या है?,भाषा की नियमबद्ध प्रकृति को पहचानना और उसका विश्लेषण करना,भाषा की नियमबद्ध प्रकृति को पहचानना और उसका विश्लेषण करना,कविताओं को रटकर सुनाना,कविताओं को रटकर सुनाना,बिना सोचे-समझे तेज गति से पढ़ना,बिना सोचे-समझे तेज गति से पढ़ना,केवल वर्णमाला की पहचान करना,केवल वर्णमाला की पहचान करना,0,उच्च प्राथमिक स्तर पर बच्चों में इतनी परिपक्वता आ जाती है कि वे भाषा के व्याकरण और उसकी नियमबद्ध व्यवस्था (संरचना) को समझ और विश्लेषित कर सकें।,उच्च प्राथमिक स्तर पर बच्चों में इतनी परिपक्वता आ जाती है कि वे भाषा के व्याकरण और उसकी नियमबद्ध व्यवस्था (संरचना) को समझ और विश्लेषित कर सकें।,CTET2022
Hindi,शिक्षण सूत्र 'सरल से कठिन की ओर' का कक्षा में उपयोग करते समय शिक्षक को क्या करना चाहिए?,शिक्षण सूत्र 'सरल से कठिन की ओर' का कक्षा में उपयोग करते समय शिक्षक को क्या करना चाहिए?,बच्चों को कठिन कार्य घर से करने को देना चाहिए।,बच्चों को कठिन कार्य घर से करने को देना चाहिए।,"पहले आसान और ज्ञात तथ्य बताने चाहिए, फिर जटिल अवधारणाओं की ओर बढ़ना चाहिए।","पहले आसान और ज्ञात तथ्य बताने चाहिए, फिर जटिल अवधारणाओं की ओर बढ़ना चाहिए।",कठिन शब्दों को पाठ से हटा देना चाहिए।,कठिन शब्दों को पाठ से हटा देना चाहिए।,सीधे जटिल व्याकरण के नियम सिखाने चाहिए।,सीधे जटिल व्याकरण के नियम सिखाने चाहिए।,1,"मनोवैज्ञानिक दृष्टि से, सरल और परिचित चीजों से शुरुआत करने पर बच्चे का आत्मविश्वास बढ़ता है और वह कठिन अवधारणाओं को आसानी से ग्रहण कर लेता है।","मनोवैज्ञानिक दृष्टि से, सरल और परिचित चीजों से शुरुआत करने पर बच्चे का आत्मविश्वास बढ़ता है और वह कठिन अवधारणाओं को आसानी से ग्रहण कर लेता है।",CTET2022
Hindi,प्राथमिक स्तर पर बच्चे भाषा का प्रयोग एक 'उपकरण' (Tool) के रूप में मुख्य रूप से किसलिए करते हैं?,प्राथमिक स्तर पर बच्चे भाषा का प्रयोग एक 'उपकरण' (Tool) के रूप में मुख्य रूप से किसलिए करते हैं?,केवल व्याकरण सीखने के लिए,केवल व्याकरण सीखने के लिए,केवल शिक्षक की बात सुनने के लिए,केवल शिक्षक की बात सुनने के लिए,कठिन शब्दों को रटने के लिए,कठिन शब्दों को रटने के लिए,"अपनी आवश्यकताओं, विचारों और इच्छाओं को संप्रेषित करने के लिए","अपनी आवश्यकताओं, विचारों और इच्छाओं को संप्रेषित करने के लिए",3,"वाइगोत्स्की के अनुसार, बच्चे भाषा का उपयोग एक संज्ञानात्मक और संप्रेषणात्मक उपकरण के रूप में अपनी जरूरतों और विचारों को व्यक्त करने के लिए करते हैं।","वाइगोत्स्की के अनुसार, बच्चे भाषा का उपयोग एक संज्ञानात्मक और संप्रेषणात्मक उपकरण के रूप में अपनी जरूरतों और विचारों को व्यक्त करने के लिए करते हैं।",CTET2024
Hindi,भाषा विकास में 'श्रवण कौशल' (Listening skill) की सबसे महत्वपूर्ण भूमिका क्या है?,भाषा विकास में 'श्रवण कौशल' (Listening skill) की सबसे महत्वपूर्ण भूमिका क्या है?,यह केवल परीक्षा पास करने में मदद करता है।,यह केवल परीक्षा पास करने में मदद करता है।,यह भाषा ग्रहण करने और अन्य सभी भाषाई कौशलों के विकास का आधार है।,यह भाषा ग्रहण करने और अन्य सभी भाषाई कौशलों के विकास का आधार है।,यह बच्चों को चुप रहना सिखाता है।,यह बच्चों को चुप रहना सिखाता है।,यह केवल मनोरंजन का साधन है।,यह केवल मनोरंजन का साधन है।,1,"श्रवण कौशल भाषा सीखने की पहली सीढ़ी है, जिसके माध्यम से बच्चा ध्वनियों और अर्थों को ग्रहण करता है, जो वाचन और लेखन का आधार बनता है।","श्रवण कौशल भाषा सीखने की पहली सीढ़ी है, जिसके माध्यम से बच्चा ध्वनियों और अर्थों को ग्रहण करता है, जो वाचन और लेखन का आधार बनता है।",CTET2023
Hindi,बच्चों में मौखिक अभिव्यक्ति (Speaking) क्षमता के विकास के लिए सबसे प्रभावी तरीका कौन-सा है?,बच्चों में मौखिक अभिव्यक्ति (Speaking) क्षमता के विकास के लिए सबसे प्रभावी तरीका कौन-सा है?,लगातार भाषण देना,लगातार भाषण देना,बच्चों को अपनी बात कहने और बातचीत करने के पर्याप्त अवसर देना,बच्चों को अपनी बात कहने और बातचीत करने के पर्याप्त अवसर देना,कठिन शब्दों का श्रुतिलेख करवाना,कठिन शब्दों का श्रुतिलेख करवाना,व्याकरण के नियमों को कंठस्थ करवाना,व्याकरण के नियमों को कंठस्थ करवाना,1,मौखिक अभिव्यक्ति का विकास तभी सबसे अच्छा होता है जब बच्चों को भयमुक्त वातावरण में अपने विचार स्वतंत्र रूप से प्रकट करने के अवसर मिलते हैं।,मौखिक अभिव्यक्ति का विकास तभी सबसे अच्छा होता है जब बच्चों को भयमुक्त वातावरण में अपने विचार स्वतंत्र रूप से प्रकट करने के अवसर मिलते हैं।,CTET2025
Hindi,"जब एक बच्चा अपनी भावनाओं (जैसे- खुशी, दुःख या गुस्सा) को व्यक्त करने के लिए भाषा का प्रयोग करता है, तो यह भाषा का कौन-सा कार्य कहलाता है?","जब एक बच्चा अपनी भावनाओं (जैसे- खुशी, दुःख या गुस्सा) को व्यक्त करने के लिए भाषा का प्रयोग करता है, तो यह भाषा का कौन-सा कार्य कहलाता है?",अभिव्यक्त्यात्मक (Expressive) कार्य,अभिव्यक्त्यात्मक (Expressive) कार्य,खोजपूर्ण कार्य,खोजपूर्ण कार्य,सूचनात्मक कार्य,सूचनात्मक कार्य,निर्देशात्मक कार्य,निर्देशात्मक कार्य,0,"हैलिडे के अनुसार, जब भाषा का उपयोग व्यक्तिगत भावनाओं और दृष्टिकोण को व्यक्त करने के लिए किया जाता है, तो वह भाषा का अभिव्यक्त्यात्मक कार्य होता है।","हैलिडे के अनुसार, जब भाषा का उपयोग व्यक्तिगत भावनाओं और दृष्टिकोण को व्यक्त करने के लिए किया जाता है, तो वह भाषा का अभिव्यक्त्यात्मक कार्य होता है।",CTET2023
Hindi,बच्चे लिखित भाषा का प्रयोग एक साधन के रूप में सबसे प्रभावी ढंग से कब करते हैं?,बच्चे लिखित भाषा का प्रयोग एक साधन के रूप में सबसे प्रभावी ढंग से कब करते हैं?,जब वे श्यामपट्ट से बिना समझे नकल करते हैं।,जब वे श्यामपट्ट से बिना समझे नकल करते हैं।,जब वे शिक्षक द्वारा रटाए गए उत्तर लिखते हैं।,जब वे शिक्षक द्वारा रटाए गए उत्तर लिखते हैं।,जब वे सुंदर लिखावट के लिए लिखते हैं।,जब वे सुंदर लिखावट के लिए लिखते हैं।,"जब वे अपने वास्तविक विचारों, अनुभवों और कल्पनाओं को अभिव्यक्त करते हैं।","जब वे अपने वास्तविक विचारों, अनुभवों और कल्पनाओं को अभिव्यक्त करते हैं।",3,"लिखित भाषा का असली उद्देश्य अर्थपूर्ण अभिव्यक्ति है। जब बच्चे अपने अनुभवों को लिखते हैं, तो वे भाषा को एक सशक्त उपकरण के रूप में उपयोग करते हैं।","लिखित भाषा का असली उद्देश्य अर्थपूर्ण अभिव्यक्ति है। जब बच्चे अपने अनुभवों को लिखते हैं, तो वे भाषा को एक सशक्त उपकरण के रूप में उपयोग करते हैं।",CTET2025
